-2.1,1,-5,-0.95,59.375,-112,-121,-0.41749,0.27044,-0.12937,1.184,0.014
-2.1,0.7,-5.05,-0.75,84.201,-112,-121,-0.41749,0.23417,-0.1062,1.184,0.028
-2.1,0.7,-4.95,-0.85,59.245,-112,-121,-0.41749,0.42119,-0.093205,1.184,0.043
-2.1,0.7,-6.75,-0.9,59.245,-112,-121,-0.41749,0.26068,-0.04009,1.184,0.057
-2.1,0.7,-5.55,-1.5,59.505,-112,-121,-0.41749,0.23717,-0.146,1.184,0.071
-2.1,0.7,-5.15,-0.6,59.462,-122,-121,-0.65371,0.13806,-0.17103,1.184,0.085
-2.7,0.7,-4.2,-0.25,59.549,-122,-121,-0.65371,0.24635,-0.087437,1.184,0.1
-2.7,0.7,-5.05,-0.9,59.549,-122,-121,-0.65371,0.080732,-0.094322,1.186,0.114
-2.7,0.7,-3.55,-0.95,54.167,-122,-121,-0.65371,0.29385,-0.008456,1.186,0.128
-2.7,0.5,-5.45,-1.8,59.462,-122,-121,-0.65371,0.014618,-0.054367,1.186,0.142
-2.7,0.5,-3,-1.5,59.505,-135,-117,-0.55483,0.060093,-0.094118,1.186,0.156
-2.7,0.5,-3.05,-1.05,59.505,-135,-117,-0.55483,0.247,-0.19704,1.186,0.171
-3,0.5,-3.35,-0.05,59.505,-135,-117,-0.55483,0.23095,-0.11617,1.186,0.185
-3,0.5,-5.2,-0.6,59.505,-135,-117,-0.55483,0.15568,0.026312,1.186,0.199
-3,0.5,-4.55,-2.05,59.549,-146,-113,-0.18128,0.2063,0.02876,1.166,0.213
-3,0.4,-4.5,-2.3,84.158,-146,-113,-0.18128,0.058279,-0.056595,1.166,0.228
-3,0.4,-3.65,-1.5,59.679,-146,-113,-0.18128,0.10975,-0.091693,1.166,0.242
-3.6,0.4,-3.85,-1.05,59.722,-146,-113,-0.18128,0.069074,0.034428,1.166,0.256
-3.6,0.4,-3.6,-2.15,59.722,-146,-113,-0.18128,0.093827,0.008843,1.166,0.27
-3.6,0.4,-2.9,-2.05,59.635,-146,-113,-0.18128,0.16685,-0.017819,1.166,0.284
-3.6,0.3,-4.45,-1.85,59.722,-157,-112,-0.13184,0.11994,-0.17907,1.166,0.299
-3.6,0.3,-4.25,-0.25,59.722,-157,-112,-0.13184,0.090522,0.11216,1.159,0.313
-3.6,0.3,-3.9,-2.75,84.115,-157,-112,-0.13184,0.055468,-0.091034,1.159,0.327
